yearstart,yearend,locationabbr,datasource,question,datavalueunit,datavaluetype,datavalue,stratificationcategory1,stratification1,:@computed_region_skr5_azej,:@computed_region_hjsp_umg2
2020,2020,MS,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,396.4,Race/Ethnicity,"White, non-Hispanic",494.0,32.0
2020,2020,NE,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,697.2,Age,Age >=65,2243.0,19.0
2020,2020,NM,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,113.1,Overall,Overall,616.0,11.0
2020,2020,NJ,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,65.1,Sex,Female,489.0,46.0
2020,2020,MI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,245.5,Race/Ethnicity,"Black, non-Hispanic",436.0,50.0
2020,2020,MO,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,11.11,Race/Ethnicity,"Black, non-Hispanic",532.0,18.0
2020,2020,MO,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,8.4,Overall,Overall,532.0,18.0
2020,2020,NY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,225.3,Race/Ethnicity,"White, non-Hispanic",2092.0,47.0
2020,2020,MS,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,8.0,Overall,Overall,494.0,32.0
2020,2020,MO,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,310.9,Race/Ethnicity,"White, non-Hispanic",532.0,18.0
2020,2020,NY,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.0,Overall,Overall,2092.0,47.0
2020,2020,NJ,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,10.54,Race/Ethnicity,"Black, non-Hispanic",489.0,46.0
2020,2020,NH,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,3.17,Sex,Male,2405.0,26.0
2020,2020,NM,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,301.4,Sex,Male,616.0,11.0
2020,2020,NV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,85.34,Overall,Overall,481.0,10.0
2020,2020,MT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,139.8,Race/Ethnicity,"White, non-Hispanic",2283.0,2.0
2020,2020,NE,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,33.12,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",2243.0,19.0
2020,2020,MN,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,213.1,Sex,Female,392.0,1.0
2020,2020,MI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,124.9,Sex,Male,436.0,50.0
2020,2020,NM,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,102.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",616.0,11.0
2020,2020,MT,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,23.8,Age,Age >=65,2283.0,2.0
2020,2020,NY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,142.9,Race/Ethnicity,"Black, non-Hispanic",2092.0,47.0
2020,2020,MN,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,587.6,Age,Age >=65,392.0,1.0
2020,2020,MO,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,120.9,Sex,Female,532.0,18.0
2020,2020,NY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,21.3,Race/Ethnicity,"Asian, non-Hispanic",2092.0,47.0
2020,2020,NE,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,64.5,Race/Ethnicity,Hispanic,2243.0,19.0
2020,2020,NM,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,3.45,Race/Ethnicity,Hispanic,616.0,11.0
2020,2020,NJ,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,11.7,Race/Ethnicity,"Asian, non-Hispanic",489.0,46.0
2020,2020,NH,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,48.23,Sex,Female,2405.0,26.0
2020,2020,NY,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,31.6,Sex,Female,2092.0,47.0
2020,2020,MN,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,8.8,Age,Age >=65,392.0,1.0
2020,2020,MN,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,196.1,Age,Age >=65,392.0,1.0
2020,2020,NV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,4.75,Race/Ethnicity,"White, non-Hispanic",481.0,10.0
2020,2020,MT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,448.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2283.0,2.0
2020,2020,NJ,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,5.22,Sex,Male,489.0,46.0
2020,2020,NE,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,51.92,Race/Ethnicity,"White, non-Hispanic",2243.0,19.0
2020,2020,NE,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,277.4,Age,Age >=65,2243.0,19.0
2020,2020,MI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,42.9,Race/Ethnicity,Hispanic,436.0,50.0
2020,2020,NV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,72.7,Sex,Male,481.0,10.0
2020,2020,NY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,381.8,Age,Age >=65,2092.0,47.0
2020,2020,NM,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,3.42,Sex,Male,616.0,11.0
2020,2020,MO,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,50.2,Age,Age 18-44,532.0,18.0
2020,2020,NE,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,306.7,Race/Ethnicity,"White, non-Hispanic",2243.0,19.0
2020,2020,NY,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,29.6,Sex,Male,2092.0,47.0
2020,2020,NV,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,28.3,Race/Ethnicity,"White, non-Hispanic",481.0,10.0
2020,2020,NV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,230.3,Sex,Female,481.0,10.0
2020,2020,MO,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,43.2,Race/Ethnicity,Hispanic,532.0,18.0
2020,2020,MS,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,5.35,Race/Ethnicity,"White, non-Hispanic",494.0,32.0
2020,2020,NM,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,49.43,Sex,Female,616.0,11.0
2020,2020,NH,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,52.09,Overall,Overall,2405.0,26.0
2020,2020,NE,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,27.4,Sex,Female,2243.0,19.0
2020,2020,MT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,42.46,Overall,Overall,2283.0,2.0
2020,2020,MN,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,82.6,Overall,Overall,392.0,1.0
2020,2020,MS,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,414.1,Sex,Male,494.0,32.0
2020,2020,MN,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,242.7,Race/Ethnicity,"Black, non-Hispanic",392.0,1.0
2020,2020,MO,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,42.0,Sex,Female,532.0,18.0
2020,2020,NV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,38.36,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",481.0,10.0
2020,2020,MO,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,86.6,Age,Age 45-64,532.0,18.0
2020,2020,MO,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,55.8,Race/Ethnicity,Hispanic,532.0,18.0
2020,2020,NM,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,131.3,Sex,Male,616.0,11.0
2020,2020,NH,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,95.7,Race/Ethnicity,"White, non-Hispanic",2405.0,26.0
2020,2020,MT,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,37.1,Sex,Male,2283.0,2.0
2020,2020,MS,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,48.4,Age,Age 45-64,494.0,32.0
2020,2020,NY,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,4.4,Race/Ethnicity,"Black, non-Hispanic",2092.0,47.0
2020,2020,MS,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,113.8,Age,Age 45-64,494.0,32.0
2020,2020,MN,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,11.32,Race/Ethnicity,"Black, non-Hispanic",392.0,1.0
2020,2020,NY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,86.1,Race/Ethnicity,Hispanic,2092.0,47.0
2020,2020,MS,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,162.7,Overall,Overall,494.0,32.0
2020,2020,NJ,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,115.31,Race/Ethnicity,"Black, non-Hispanic",489.0,46.0
2020,2020,NM,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,57.52,Race/Ethnicity,"White, non-Hispanic",616.0,11.0
2020,2020,MO,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,39.8,Overall,Overall,532.0,18.0
2020,2020,NH,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,49.99,Sex,Female,2405.0,26.0
2020,2020,MT,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,36.7,Age,Age 45-64,2283.0,2.0
2020,2020,MI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,570.5,Age,Age >=65,436.0,50.0
2020,2020,NV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,73.5,Race/Ethnicity,"Asian, non-Hispanic",481.0,10.0
2020,2020,MI,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,38.8,Overall,Overall,436.0,50.0
2020,2020,NV,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,6.8,Sex,Male,481.0,10.0
2020,2020,MS,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,8.5,Race/Ethnicity,"White, non-Hispanic",494.0,32.0
2020,2020,MN,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,268.6,Overall,Overall,392.0,1.0
2020,2020,MI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,69.52,Race/Ethnicity,Hispanic,436.0,50.0
2020,2020,NH,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,3.73,Race/Ethnicity,"White, non-Hispanic",2405.0,26.0
2020,2020,MN,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,286.2,Race/Ethnicity,"White, non-Hispanic",392.0,1.0
2020,2020,NY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,6.0,Sex,Male,2092.0,47.0
